Date,Open,High,Low,1'st Digit,Digits,Frequency,Synthetic Probability,Probability by BenFord's Law,2'nd Digit,Digits,Frequency,Synthetic Probability,Probability by BenFord's Law
24-02-2016,33.075504,34.219795,32.476112,3,,,,,3,,,,
25-02-2016,33.647652,33.783875,32.612339,3,,,,,3,,,,
26-02-2016,33.26622,33.565914,32.230907,3,,,,,3,,,,
29-02-2016,33.075504,33.402447,31.713251,3,,,,,3,,,,
01-03-2016,32.149174,33.456936,31.931211,3,,,,,2,,,,
02-03-2016,33.783875,34.900925,33.293465,3,,,,,3,,,,
03-03-2016,34.328777,34.601227,33.429691,3,,,,,4,,,,
04-03-2016,34.328777,35.227863,34.056328,3,,,,,4,,,,
08-03-2016,34.601227,35.14613,33.920101,3,,,,,4,,,,
09-03-2016,34.601227,36.426647,34.383266,3,,,,,4,,,,
10-03-2016,36.535625,36.78083,35.36409,3,,,,,6,,,,
11-03-2016,35.527561,36.399403,35.309601,3,,,,,5,,,,
14-03-2016,35.990726,36.317665,35.227863,3,,,,,5,,,,
15-03-2016,36.126949,36.998795,35.963482,3,,,,,6,,,,
16-03-2016,36.998795,37.216751,35.58205,3,,,,,6,,,,
17-03-2016,36.508381,37.652676,36.126949,3,,,,,6,,,,
18-03-2016,36.808079,37.843391,36.671852,3,,,,,6,,,,
21-03-2016,37.107773,37.870636,36.944302,3,,,,,7,,,,
22-03-2016,37.516449,37.625427,36.699097,3,,,,,7,,,,
23-03-2016,37.352978,39.396358,37.189507,3,,,,,7,,,,
28-03-2016,38.933193,39.06942,37.080528,3,,,,,8,,,,
29-03-2016,37.243999,37.598183,36.535625,3,,,,,7,,,,
30-03-2016,37.080528,39.77779,37.053284,3,,,,,7,,,,
31-03-2016,39.668808,40.813103,39.505341,3,,,,,9,,,,
01-04-2016,40.077484,42.338825,39.668808,4,,,,,0,,,,
04-04-2016,43.265156,44.600166,43.156178,4,,,,,3,,,,
05-04-2016,44.300468,44.300468,40.322689,4,,,,,4,,,,
06-04-2016,40.704121,41.603207,40.567898,4,,,,,0,,,,
07-04-2016,41.684944,42.066376,40.840347,4,,,,,1,,,,
08-04-2016,40.922081,42.992706,40.922081,4,,,,,0,,,,
11-04-2016,42.665768,43.810059,41.712189,4,,,,,2,,,,
12-04-2016,43.592098,44.245979,42.774746,4,,,,,3,,,,
13-04-2016,43.837303,44.46394,42.965462,4,,,,,3,,,,
18-04-2016,44.273224,45.662724,44.245979,4,,,,,4,,,,
20-04-2016,45.417519,46.316605,45.254047,4,,,,,5,,,,
21-04-2016,46.316605,46.316605,44.763634,4,,,,,6,,,,
22-04-2016,44.95435,45.417519,44.491184,4,,,,,4,,,,
25-04-2016,44.709145,45.472008,44.028019,4,,,,,4,,,,
26-04-2016,44.6819,46.098644,44.6819,4,,,,,4,,,,
27-04-2016,45.880684,47.297424,45.608231,4,,,,,5,,,,
28-04-2016,46.970486,47.106712,45.499252,4,,,,,6,,,,
29-04-2016,45.771702,48.38723,45.335781,4,,,,,5,,,,
02-05-2016,47.024975,48.305492,46.044151,4,,,,,7,,,,
03-05-2016,47.406406,48.114777,46.534565,4,,,,,7,,,,
04-05-2016,46.915997,47.024975,42.774746,4,,,,,6,,,,
05-05-2016,42.774746,44.028019,41.684944,4,,,,,2,,,,
06-05-2016,42.447803,42.665768,41.412495,4,,,,,2,,,,
09-05-2016,42.09362,42.720257,41.821171,4,,,,,2,,,,
10-05-2016,42.229843,42.393314,40.704121,4,,,,,2,,,,
11-05-2016,40.295444,41.766678,39.805035,4,,,,,0,,,,
12-05-2016,40.704121,41.466984,40.595142,4,,,,,0,,,,
13-05-2016,41.031063,41.930149,38.333801,4,,,,,1,,,,
16-05-2016,40.2682,41.739433,39.941261,4,,,,,0,,,,
17-05-2016,41.575962,41.575962,40.567898,4,,,,,1,,,,
18-05-2016,40.322689,41.684944,40.022995,4,,,,,0,,,,
19-05-2016,40.840347,40.840347,38.687988,4,,,,,0,,,,
20-05-2016,39.396358,39.478092,37.325733,3,,,,,9,,,,
23-05-2016,37.870636,38.905949,37.734409,3,,,,,7,,,,
24-05-2016,37.925125,38.769722,37.598183,3,,,,,7,,,,
25-05-2016,38.742477,39.014927,38.306557,3,,,,,8,,,,
26-05-2016,38.960438,40.75861,38.769722,3,,,,,8,,,,
27-05-2016,40.431671,41.412495,39.55983,4,,,,,0,,,,
30-05-2016,40.2682,41.003819,39.641563,4,,,,,0,,,,
31-05-2016,41.058308,41.058308,39.178398,4,,,,,1,,,,
01-06-2016,39.77779,42.120865,39.55983,3,,,,,9,,,,
02-06-2016,41.466984,41.630451,40.431671,4,,,,,1,,,,
03-06-2016,41.412495,41.793922,38.933193,4,,,,,1,,,,
06-06-2016,39.260132,39.723297,38.197575,3,,,,,9,,,,
07-06-2016,39.723297,39.99575,39.123909,3,,,,,9,,,,
08-06-2016,39.77779,41.140041,39.614319,3,,,,,9,,,,
09-06-2016,40.922081,41.276268,40.240955,4,,,,,0,,,,
10-06-2016,40.622387,41.358002,40.2682,4,,,,,0,,,,
13-06-2016,39.886768,40.513405,39.260132,3,,,,,9,,,,
14-06-2016,39.941261,43.455872,39.668808,3,,,,,9,,,,
15-06-2016,43.101688,43.810059,42.556786,4,,,,,3,,,,
16-06-2016,43.047195,43.483116,41.848415,4,,,,,3,,,,
17-06-2016,43.210667,44.245979,42.720257,4,,,,,3,,,,
20-06-2016,42.502296,44.028019,42.175354,4,,,,,2,,,,
21-06-2016,43.564854,43.97353,42.556786,4,,,,,3,,,,
22-06-2016,43.210667,43.374138,41.902905,4,,,,,3,,,,
23-06-2016,42.475052,43.210667,41.548717,4,,,,,2,,,,
24-06-2016,40.867592,41.330757,39.396358,4,,,,,0,,,,
27-06-2016,40.649632,41.466984,39.832279,4,,,,,0,,,,
28-06-2016,41.249023,44.95435,41.085552,4,,,,,1,,,,
29-06-2016,44.818127,45.689968,44.028019,4,,,,,4,,,,
30-06-2016,45.553741,47.815083,45.363026,4,,,,,5,,,,
01-07-2016,47.433651,47.542633,45.989662,4,,,,,7,,,,
04-07-2016,46.316605,47.324673,46.180378,4,,,,,6,,,,
05-07-2016,46.643543,47.106712,45.853439,4,,,,,6,,,,
07-07-2016,46.0714,46.534565,45.444763,4,,,,,6,,,,
08-07-2016,45.608231,45.771702,43.946285,4,,,,,5,,,,
11-07-2016,45.226803,45.935173,44.736389,4,,,,,5,,,,
12-07-2016,45.935173,46.234867,45.308537,4,,,,,5,,,,
13-07-2016,45.989662,46.56181,44.46394,4,,,,,5,,,,
14-07-2016,44.89986,45.335781,44.491184,4,,,,,4,,,,
15-07-2016,44.872616,45.580986,43.592098,4,,,,,4,,,,
18-07-2016,44.409451,45.826195,43.646587,4,,,,,4,,,,
19-07-2016,44.028019,44.6819,43.319649,4,,,,,4,,,,
20-07-2016,43.946285,45.580986,43.728325,4,,,,,3,,,,
21-07-2016,45.335781,46.044151,43.864548,4,,,,,5,,,,
22-07-2016,43.810059,44.790882,43.810059,4,,,,,3,,,,
25-07-2016,44.409451,44.572922,43.592098,4,,,,,4,,,,
26-07-2016,44.245979,46.452827,44.19149,4,,,,,4,,,,
27-07-2016,45.281292,45.880684,44.790882,4,,,,,5,,,,
28-07-2016,45.281292,45.771702,43.483116,4,,,,,5,,,,
29-07-2016,43.97353,44.736389,43.646587,4,,,,,3,,,,
01-08-2016,44.19149,44.545673,40.731365,4,,,,,4,,,,
02-08-2016,42.229843,43.047195,42.066376,4,,,,,2,,,,
03-08-2016,42.229843,42.611275,40.785854,4,,,,,2,,,,
04-08-2016,41.276268,42.066376,40.458916,4,,,,,1,,,,
05-08-2016,42.011883,42.311581,41.140041,4,,,,,2,,,,
08-08-2016,42.338825,43.156178,41.957394,4,,,,,2,,,,
09-08-2016,42.801991,43.210667,41.848415,4,,,,,2,,,,
10-08-2016,42.393314,44.354961,41.684944,4,,,,,2,,,,
11-08-2016,43.592098,43.728325,40.649632,4,,,,,3,,,,
12-08-2016,41.466984,41.603207,40.595142,4,,,,,1,,,,
16-08-2016,40.97657,41.303513,40.05024,4,,,,,0,,,,
17-08-2016,40.322689,41.167286,40.240955,4,,,,,0,,,,
18-08-2016,40.704121,41.303513,40.540649,4,,,,,0,,,,
19-08-2016,40.813103,42.693012,40.731365,4,,,,,0,,,,
22-08-2016,41.930149,41.930149,40.622387,4,,,,,1,,,,
23-08-2016,40.813103,41.085552,40.159222,4,,,,,0,,,,
24-08-2016,40.431671,41.058308,40.377182,4,,,,,0,,,,
25-08-2016,40.867592,41.058308,39.77779,4,,,,,0,,,,
26-08-2016,39.968506,40.322689,39.06942,3,,,,,9,,,,
29-08-2016,38.470024,40.458916,38.44278,3,,,,,8,,,,
30-08-2016,39.77779,40.2682,39.641563,3,,,,,9,,,,
31-08-2016,40.131973,40.295444,39.55983,4,,,,,0,,,,
01-09-2016,39.723297,40.05024,38.252068,3,,,,,9,,,,
02-09-2016,38.606251,39.096664,38.497272,3,,,,,8,,,,
06-09-2016,38.987682,39.696053,38.987682,3,,,,,8,,,,
07-09-2016,39.450848,40.213711,39.06942,3,,,,,9,,,,
08-09-2016,39.641563,40.813103,39.341869,3,,,,,9,,,,
09-09-2016,40.731365,40.731365,39.914017,4,,,,,0,,,,
12-09-2016,39.505341,39.505341,36.562874,3,,,,,9,,,,
14-09-2016,38.17033,39.096664,38.143085,3,,,,,8,,,,
15-09-2016,38.960438,39.232887,38.361046,3,,,,,8,,,,
16-09-2016,38.960438,39.505341,37.352978,3,,,,,8,,,,
19-09-2016,37.870636,38.497272,37.761654,3,,,,,7,,,,
20-09-2016,38.252068,38.8787,38.252068,3,,,,,8,,,,
21-09-2016,38.633495,39.096664,38.306557,3,,,,,8,,,,
22-09-2016,39.014927,39.369114,38.551762,3,,,,,9,,,,
23-09-2016,39.450848,39.696053,38.8787,3,,,,,9,,,,
26-09-2016,38.905949,39.287376,38.115841,3,,,,,8,,,,
27-09-2016,38.497272,38.905949,38.333801,3,,,,,8,,,,
28-09-2016,38.415535,39.123909,38.415535,3,,,,,8,,,,
29-09-2016,39.06942,39.287376,34.928169,3,,,,,9,,,,
30-09-2016,35.309601,36.126949,34.492249,3,,,,,5,,,,
03-10-2016,35.963482,36.699097,35.963482,3,,,,,5,,,,
04-10-2016,36.78083,37.434715,36.508381,3,,,,,6,,,,
05-10-2016,37.271244,37.489204,36.562874,3,,,,,7,,,,
06-10-2016,37.053284,37.352978,36.045216,3,,,,,7,,,,
07-10-2016,36.590118,37.243999,36.126949,3,,,,,6,,,,
10-10-2016,37.243999,38.333801,36.562874,3,,,,,7,,,,
13-10-2016,37.570938,37.979614,36.535625,3,,,,,7,,,,
14-10-2016,36.944302,37.325733,36.562874,3,,,,,6,,,,
17-10-2016,36.998795,37.570938,36.235931,3,,,,,6,,,,
18-10-2016,37.026039,37.46196,36.889812,3,,,,,7,,,,
19-10-2016,37.543694,37.925125,37.271244,3,,,,,7,,,,
20-10-2016,37.870636,39.042171,37.761654,3,,,,,7,,,,
21-10-2016,38.960438,39.369114,38.470024,3,,,,,8,,,,
24-10-2016,39.178398,39.668808,38.742477,3,,,,,9,,,,
25-10-2016,38.143085,38.415535,36.399403,3,,,,,8,,,,
26-10-2016,36.78083,37.107773,36.508381,3,,,,,6,,,,
27-10-2016,36.753586,36.753586,36.154198,3,,,,,6,,,,
28-10-2016,36.590118,36.917057,36.07246,3,,,,,6,,,,
01-11-2016,36.671852,36.726341,36.290421,3,,,,,6,,,,
02-11-2016,36.07246,36.07246,35.173374,3,,,,,6,,,,
03-11-2016,35.200619,35.718273,35.09164,3,,,,,5,,,,
04-11-2016,35.255108,35.418579,33.674896,3,,,,,5,,,,
07-11-2016,34.437756,34.682964,34.247044,3,,,,,4,,,,
08-11-2016,34.601227,36.372158,34.029079,3,,,,,4,,,,
09-11-2016,32.585094,34.110817,31.794987,3,,,,,2,,,,
10-11-2016,34.383266,36.78083,34.328777,3,,,,,4,,,,
11-11-2016,34.873676,36.453892,34.519493,3,,,,,4,,,,
15-11-2016,35.037148,35.09164,32.476112,3,,,,,5,,,,
16-11-2016,34.138062,34.492249,33.429691,3,,,,,4,,,,
17-11-2016,33.892857,34.873676,33.783875,3,,,,,3,,,,
18-11-2016,34.274288,35.418579,33.920101,3,,,,,4,,,,
21-11-2016,35.609295,35.609295,33.620403,3,,,,,5,,,,
22-11-2016,34.410511,34.819187,33.565914,3,,,,,4,,,,
23-11-2016,34.356022,34.873676,34.110817,3,,,,,4,,,,
24-11-2016,34.274288,34.519493,33.402447,3,,,,,4,,,,
25-11-2016,33.97459,35.009903,33.783875,3,,,,,3,,,,
28-11-2016,34.573982,36.290421,34.328777,3,,,,,4,,,,
29-11-2016,35.800011,36.753586,35.718273,3,,,,,5,,,,
30-11-2016,36.235931,37.380222,36.235931,3,,,,,6,,,,
01-12-2016,37.216751,37.543694,36.290421,3,,,,,7,,,,
02-12-2016,36.399403,38.497272,36.235931,3,,,,,6,,,,
05-12-2016,37.053284,39.042171,36.562874,3,,,,,7,,,,
06-12-2016,38.687988,38.769722,37.816147,3,,,,,8,,,,
07-12-2016,38.687988,38.824211,37.380222,3,,,,,8,,,,
08-12-2016,38.470024,38.687988,38.224819,3,,,,,8,,,,
09-12-2016,38.687988,39.232887,38.606251,3,,,,,8,,,,
12-12-2016,38.742477,39.77779,38.44278,3,,,,,8,,,,
13-12-2016,38.851456,39.151154,38.197575,3,,,,,8,,,,
14-12-2016,38.633495,39.123909,38.44278,3,,,,,8,,,,
15-12-2016,38.361046,40.2682,38.197575,3,,,,,8,,,,
16-12-2016,39.99575,40.322689,39.505341,3,,,,,9,,,,
19-12-2016,39.832279,40.649632,39.641563,3,,,,,9,,,,
20-12-2016,39.77779,40.104729,38.960438,3,,,,,9,,,,
21-12-2016,39.505341,40.458916,39.287376,3,,,,,9,,,,
22-12-2016,39.941261,40.2682,38.8787,3,,,,,9,,,,
23-12-2016,39.042171,39.341869,38.252068,3,,,,,9,,,,
26-12-2016,38.524517,38.8787,37.625427,3,,,,,8,,,,
27-12-2016,38.088596,38.851456,37.407471,3,,,,,8,,,,
28-12-2016,38.851456,39.151154,38.415535,3,,,,,8,,,,
29-12-2016,38.415535,40.186466,38.224819,3,,,,,8,,,,
30-12-2016,39.968506,42.039127,39.587074,3,,,,,9,,,,
02-01-2017,42.393314,42.393314,41.603207,4,,,,,2,,,,
03-01-2017,42.011883,42.175354,41.303513,4,,,,,2,,,,
04-01-2017,41.957394,42.938217,41.848415,4,,,,,1,,,,
05-01-2017,42.774746,43.374138,42.611275,4,,,,,2,,,,
06-01-2017,43.156178,43.537609,42.720257,4,,,,,3,,,,
09-01-2017,42.801991,43.346893,42.638519,4,,,,,2,,,,
10-01-2017,42.801991,44.245979,42.774746,4,,,,,2,,,,
11-01-2017,43.891792,44.46394,43.673832,4,,,,,3,,,,
12-01-2017,43.919041,44.273224,43.074444,4,,,,,3,,,,
13-01-2017,43.619343,43.864548,42.257092,4,,,,,3,,,,
16-01-2017,42.720257,43.810059,42.284336,4,,,,,2,,,,
17-01-2017,43.537609,43.728325,42.829235,4,,,,,3,,,,
18-01-2017,43.101688,43.97353,42.720257,4,,,,,3,,,,
19-01-2017,43.319649,44.136997,42.938217,4,,,,,3,,,,
20-01-2017,44.109753,44.6819,41.957394,4,,,,,4,,,,
23-01-2017,42.175354,43.047195,41.957394,4,,,,,2,,,,
24-01-2017,42.665768,43.728325,42.665768,4,,,,,2,,,,
25-01-2017,43.510365,43.782814,42.938217,4,,,,,3,,,,
27-01-2017,43.646587,51.084492,43.646587,4,,,,,3,,,,
30-01-2017,50.076424,51.166225,49.422543,5,,,,,0,,,,
31-01-2017,50.130913,50.921021,46.616299,5,,,,,0,,,,
01-02-2017,47.951309,49.749481,47.515388,4,,,,,7,,,,
02-02-2017,49.259071,53.209606,48.659679,4,,,,,9,,,,
03-02-2017,51.465919,51.956333,50.376118,5,,,,,1,,,,
06-02-2017,51.820107,54.599102,51.574902,5,,,,,1,,,,
07-02-2017,53.345829,53.345829,49.449787,5,,,,,3,,,,
08-02-2017,50.376118,51.820107,49.58601,5,,,,,0,,,,
09-02-2017,50.403362,51.438675,49.340805,5,,,,,0,,,,
10-02-2017,51.220715,51.738373,50.348873,5,,,,,1,,,,
13-02-2017,50.97551,51.029999,49.041111,5,,,,,0,,,,
14-02-2017,50.076424,50.185402,48.659679,5,,,,,0,,,,
15-02-2017,49.858463,52.719193,49.722237,4,,,,,9,,,,
16-02-2017,50.512344,51.493168,49.58601,5,,,,,0,,,,
17-02-2017,51.711124,51.956333,50.893772,5,,,,,1,,,,
20-02-2017,51.220715,54.353897,51.029999,5,,,,,1,,,,
21-02-2017,53.345829,54.054199,52.773685,5,,,,,3,,,,
22-02-2017,53.182358,53.563789,51.247959,5,,,,,3,,,,
23-02-2017,51.493168,53.236851,51.166225,5,,,,,1,,,,
27-02-2017,52.746437,53.236851,51.547657,5,,,,,2,,,,
28-02-2017,52.310516,54.8988,51.820107,5,,,,,2,,,,
01-03-2017,53.945221,54.244919,52.937153,5,,,,,3,,,,
02-03-2017,53.591034,54.435631,50.70306,5,,,,,3,,,,
03-03-2017,50.784794,51.929089,50.648567,5,,,,,0,,,,
06-03-2017,51.792862,52.228783,51.247959,5,,,,,1,,,,
07-03-2017,52.119801,54.163181,51.874596,5,,,,,2,,,,
08-03-2017,53.400318,53.972466,51.19347,5,,,,,3,,,,
09-03-2017,51.41143,51.68388,50.566833,5,,,,,1,,,,
10-03-2017,51.220715,52.038067,50.539589,5,,,,,1,,,,
14-03-2017,52.882664,53.945221,52.174294,5,,,,,2,,,,
15-03-2017,53.209606,55.470943,52.610214,5,,,,,3,,,,
16-03-2017,55.82513,56.642483,55.470943,5,,,,,5,,,,
17-03-2017,56.397278,57.43259,55.688904,5,,,,,6,,,,
20-03-2017,56.451767,57.105648,55.498192,5,,,,,6,,,,
21-03-2017,56.233807,56.887688,55.307472,5,,,,,6,,,,
22-03-2017,55.797886,56.506256,55.307472,5,,,,,5,,,,
23-03-2017,55.525436,57.350853,55.38921,5,,,,,5,,,,
24-03-2017,57.323608,58.304432,56.860443,5,,,,,7,,,,
27-03-2017,57.70504,57.70504,56.015846,5,,,,,7,,,,
28-03-2017,57.21463,57.677795,56.587994,5,,,,,7,,,,
29-03-2017,57.187382,57.350853,56.506256,5,,,,,7,,,,
30-03-2017,57.023914,58.031979,56.751461,5,,,,,7,,,,
31-03-2017,57.950245,60.048115,57.323608,5,,,,,7,,,,
03-04-2017,59.312496,61.19241,58.822086,5,,,,,9,,,,
05-04-2017,61.028938,62.908848,60.347813,6,,,,,1,,,,
06-04-2017,62.227718,63.290276,62.037003,6,,,,,2,,,,
07-04-2017,62.39119,65.142944,62.282211,6,,,,,2,,,,
10-04-2017,64.271095,65.742332,63.916916,6,,,,,4,,,,
11-04-2017,65.306412,68.385101,64.598038,6,,,,,5,,,,
12-04-2017,64.570793,65.1157,59.830154,6,,,,,4,,,,
13-04-2017,62.60915,64.025894,61.110672,6,,,,,2,,,,
17-04-2017,62.690887,67.676735,62.690887,6,,,,,2,,,,
18-04-2017,67.567749,87.565628,67.567749,6,,,,,7,,,,
19-04-2017,77.866386,80.917831,75.223618,7,,,,,7,,,,
20-04-2017,79.446602,81.408241,78.193329,7,,,,,9,,,,
21-04-2017,79.828033,80.917831,78.302307,7,,,,,9,,,,
24-04-2017,79.501091,86.721031,79.010681,7,,,,,9,,,,
25-04-2017,82.062126,83.724075,80.808853,8,,,,,2,,,,
26-04-2017,81.844162,82.579781,63.862423,8,,,,,1,,,,
27-04-2017,66.314476,73.75238,61.41037,6,,,,,6,,,,
28-04-2017,63.644463,64.679771,58.467899,6,,,,,3,,,,
02-05-2017,59.857399,63.372013,58.059223,5,,,,,9,,,,
03-05-2017,62.037003,63.154053,59.830154,6,,,,,2,,,,
04-05-2017,61.546593,62.472923,61.056183,6,,,,,1,,,,
05-05-2017,61.90078,62.881599,59.09454,6,,,,,1,,,,
08-05-2017,62.173229,63.208542,60.783733,6,,,,,2,,,,
09-05-2017,62.60915,65.333656,61.955269,6,,,,,2,,,,
10-05-2017,65.088448,67.486015,64.570793,6,,,,,5,,,,
11-05-2017,68.357857,69.093475,63.971405,6,,,,,8,,,,
12-05-2017,65.715088,66.941116,63.862423,6,,,,,5,,,,
15-05-2017,66.750397,67.131828,65.388145,6,,,,,6,,,,
16-05-2017,66.450706,67.840202,65.824066,6,,,,,6,,,,
17-05-2017,66.750397,66.941116,65.142944,6,,,,,6,,,,
18-05-2017,65.333656,68.575821,64.625282,6,,,,,5,,,,
19-05-2017,67.131828,67.812958,65.469879,6,,,,,7,,,,
22-05-2017,66.777641,67.758469,65.715088,6,,,,,6,,,,
23-05-2017,64.570793,64.625282,59.666683,6,,,,,4,,,,
24-05-2017,62.173229,62.881599,60.266075,6,,,,,2,,,,
25-05-2017,64.843246,65.061203,62.363945,6,,,,,4,,,,
26-05-2017,63.753445,64.189362,62.663643,6,,,,,3,,,,
29-05-2017,63.181297,63.208542,59.966381,6,,,,,3,,,,
30-05-2017,61.028938,68.00367,59.939137,6,,,,,1,,,,
31-05-2017,64.461815,65.769577,62.690887,6,,,,,4,,,,
01-06-2017,63.862423,64.679771,63.344769,6,,,,,3,,,,
02-06-2017,63.862423,64.707024,63.480991,6,,,,,3,,,,
05-06-2017,64.025894,65.224678,63.480991,6,,,,,4,,,,
06-06-2017,64.897736,70.183281,64.897736,6,,,,,4,,,,
07-06-2017,71.245834,73.289215,70.346748,7,,,,,1,,,,
08-06-2017,71.382057,71.709,69.066231,7,,,,,1,,,,
09-06-2017,70.837158,72.580841,69.229698,7,,,,,0,,,,
12-06-2017,71.65451,72.580841,69.74736,7,,,,,1,,,,
13-06-2017,70.292259,73.997589,70.292259,7,,,,,0,,,,
14-06-2017,72.362885,72.853294,71.055122,7,,,,,2,,,,
15-06-2017,71.382057,72.989517,70.292259,7,,,,,1,,,,
16-06-2017,72.172165,72.689819,71.000633,7,,,,,2,,,,
19-06-2017,72.063187,72.662575,71.545532,7,,,,,2,,,,
20-06-2017,72.14492,72.14492,70.455727,7,,,,,2,,,,
21-06-2017,71.273079,72.417374,71.000633,7,,,,,1,,,,
22-06-2017,72.199409,72.580841,70.837158,7,,,,,2,,,,
23-06-2017,71.327568,71.436554,67.64949,7,,,,,1,,,,
27-06-2017,69.147964,72.417374,67.840202,6,,,,,9,,,,
28-06-2017,72.090431,74.487999,71.981453,7,,,,,2,,,,
29-06-2017,73.561668,73.888603,72.253899,7,,,,,3,,,,
30-06-2017,72.471863,73.180237,71.136856,7,,,,,2,,,,
03-07-2017,72.14492,75.714027,71.926964,7,,,,,2,,,,
04-07-2017,74.379021,74.896675,72.417374,7,,,,,4,,,,
05-07-2017,73.016762,74.106567,72.199409,7,,,,,3,,,,
06-07-2017,73.561668,74.161057,72.935028,7,,,,,3,,,,
07-07-2017,73.261971,74.106567,72.744316,7,,,,,3,,,,
10-07-2017,73.561668,74.052078,73.016762,7,,,,,3,,,,
11-07-2017,73.561668,73.80687,72.362885,7,,,,,3,,,,
12-07-2017,72.853294,77.294235,72.471863,7,,,,,2,,,,
13-07-2017,77.648422,78.656494,75.278107,7,,,,,7,,,,
14-07-2017,76.83107,77.076279,75.032898,7,,,,,6,,,,
17-07-2017,76.013718,76.722092,75.41433,7,,,,,6,,,,
18-07-2017,75.714027,76.476891,74.705956,7,,,,,5,,,,
19-07-2017,75.196365,76.640358,74.92392,7,,,,,5,,,,
20-07-2017,76.286171,77.375977,75.468819,7,,,,,6,,,,
21-07-2017,76.749336,77.266991,75.114632,7,,,,,6,,,,
24-07-2017,77.049034,77.757408,75.85025,7,,,,,7,,,,
25-07-2017,76.803825,76.803825,75.35984,7,,,,,6,,,,
26-07-2017,76.013718,77.539444,75.686783,7,,,,,6,,,,
27-07-2017,76.694847,77.294235,74.92392,7,,,,,6,,,,
28-07-2017,75.250862,75.931984,74.351768,7,,,,,5,,,,
31-07-2017,75.577797,76.149948,74.678711,7,,,,,5,,,,
01-08-2017,75.141876,76.749336,75.141876,7,,,,,5,,,,
02-08-2017,76.667603,78.384041,76.585869,7,,,,,6,,,,
03-08-2017,77.430466,77.730164,74.705956,7,,,,,7,,,,
04-08-2017,74.978409,75.877495,74.215546,7,,,,,4,,,,
07-08-2017,75.441574,76.776581,75.196365,7,,,,,5,,,,
08-08-2017,76.367905,76.940056,73.779625,7,,,,,6,,,,
09-08-2017,74.651466,74.651466,65.742332,7,,,,,4,,,,
10-08-2017,66.750397,67.159073,61.710064,6,,,,,6,,,,
11-08-2017,62.11874,63.099564,57.759529,6,,,,,2,,,,
14-08-2017,62.663643,64.243851,60.919956,6,,,,,2,,,,
